update,actor_loss,critic_loss,imagined_reward_mean,imagined_return_mean,action_entropy
80,2.5608813762664795,10.235051155090332,-0.49728071689605713,-2.563512086868286,2.6306967735290527
81,2.3768110275268555,9.74817943572998,-0.4572432339191437,-2.3794281482696533,2.6170074939727783
82,2.644901752471924,10.245429992675781,-0.5055127739906311,-2.647500991821289,2.5993402004241943
83,2.517336845397949,9.334589958190918,-0.476064532995224,-2.5199191570281982,2.5823850631713867
84,2.770040988922119,10.397856712341309,-0.5228347182273865,-2.7726070880889893,2.56606125831604
85,2.6361567974090576,9.645366668701172,-0.4965400695800781,-2.6387031078338623,2.5463991165161133
86,2.7774431705474854,9.59691047668457,-0.5208547711372375,-2.7799651622772217,2.5220820903778076
87,2.86841082572937,10.297001838684082,-0.5363063812255859,-2.8709123134613037,2.501469135284424
88,2.795243501663208,9.239348411560059,-0.5222617983818054,-2.797718048095703,2.4746313095092773
89,2.1970090866088867,9.617779731750488,-0.4084683656692505,-2.199472188949585,2.463181257247925
90,2.569669008255005,9.52711009979248,-0.47105178236961365,-2.572106122970581,2.4370501041412354
91,2.9065608978271484,10.090465545654297,-0.5244856476783752,-2.9089791774749756,2.418368339538574
92,2.4111201763153076,10.734272956848145,-0.45120301842689514,-2.4135024547576904,2.382392168045044
93,2.585721254348755,10.857691764831543,-0.4732898771762848,-2.5880820751190186,2.360872983932495
94,2.3664379119873047,8.865880012512207,-0.4246525466442108,-2.368779182434082,2.3412818908691406
95,2.5254807472229004,9.559465408325195,-0.45261290669441223,-2.527796506881714,2.3158769607543945
96,2.7424397468566895,10.125041007995605,-0.4844990670681,-2.7447292804718018,2.2894623279571533
97,2.7408883571624756,9.644186019897461,-0.48790857195854187,-2.7431535720825195,2.2652361392974854
98,2.370534658432007,8.320331573486328,-0.41486063599586487,-2.372781991958618,2.2472751140594482
99,2.3660335540771484,8.061245918273926,-0.40450799465179443,-2.3682525157928467,2.218993663787842
100,2.578953266143799,9.149346351623535,-0.4523117244243622,-2.581130266189575,2.177006721496582
101,2.7320990562438965,8.877379417419434,-0.471391886472702,-2.7342617511749268,2.1626365184783936
102,2.7617359161376953,9.836949348449707,-0.4739347994327545,-2.7638747692108154,2.138763427734375
103,2.6363027095794678,9.073417663574219,-0.4555610716342926,-2.638402223587036,2.0996201038360596
104,2.6245226860046387,9.318129539489746,-0.44996216893196106,-2.626591920852661,2.0693321228027344
105,2.522409677505493,9.172907829284668,-0.41956785321235657,-2.524453639984131,2.0439484119415283
106,2.589749336242676,9.238926887512207,-0.4310368597507477,-2.5917675495147705,2.018160581588745
107,2.6926357746124268,9.830708503723145,-0.4502612054347992,-2.694613218307495,1.9775153398513794
108,2.64074444770813,8.726912498474121,-0.43980133533477783,-2.6427009105682373,1.956447958946228
109,2.60714054107666,9.415366172790527,-0.42613673210144043,-2.6090660095214844,1.92550528049469
110,2.4948129653930664,9.71493911743164,-0.402625173330307,-2.49670672416687,1.8937093019485474
111,2.6376593112945557,9.337764739990234,-0.43031391501426697,-2.639518976211548,1.8595558404922485
112,2.313109874725342,8.033599853515625,-0.3701222240924835,-2.314932107925415,1.8221235275268555
113,2.6306393146514893,8.92982292175293,-0.4142516553401947,-2.6324307918548584,1.791511058807373
